textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),clean_text,sentiment_label,text_length,word_count
22a8a4639e, No it`s not sad. Should make you proud,sad.,negative,night,70-100,Madagascar,27691018,581795.0,48,sad make proud,0,39,3
ee9df322d1,"   Sorry, we`ll try to keep it down.",Sorr,negative,morning,0-20,Malawi,19129952,94280.0,203,sorry ll try keep,0,36,4
d9107173c4,is home alone.. Doing hw,is home alone.. Doing hw,neutral,noon,21-30,Malaysia,32365999,328550.0,99,home alone doing hw,1,24,4
7082999a93,"According to , a quarter of families under six live in poverty.",live in poverty.,negative,night,31-45,Maldives,540544,300.0,1802,according quarter families six live poverty,0,63,6
cf29e364fe,the plan to not spend money is not going well,not going well,negative,morning,46-60,Mali,20250833,1220190.0,17,plan spend money well,0,45,4
ea567e664a,uploading all my bamboozle pictures of facebook,uploading all my bamboozle pictures of facebook,neutral,noon,60-70,Malta,441543,320.0,1380,uploading bamboozle pictures facebook,1,47,4
912bbdea65, congratulations ! you guys finish a month early than we do. booo,congratulations,positive,night,70-100,Marshall Islands,59190,180.0,329,congratulations guys finish month early booo,2,65,6
060d8bb5d5," actually, I wish I was back in Tahoe.  I miss it there.",I miss it there,negative,morning,0-20,Mauritania,4649658,1030700.0,5,actually wish back tahoe miss,0,56,5
a07b1d9eea,"Woke Up,I Wanna Stay In My bed","Woke Up,I Wanna Stay In My bed",neutral,noon,21-30,Mauritius,1271768,2030.0,626,woke stay bed,1,30,3
18f60b8879, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,wack.,negative,night,31-45,Mexico,128932753,1943950.0,66,bday june wack ihavent seen promotions bday party someone better finagle asap,0,126,12
6abd11b766," It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.","It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",neutral,morning,46-60,Micronesia,115023,700.0,164,would great vips acts enjoy seeing noooo,1,80,7
faaf5f743d,_Marie Wish I could make it too!!! I hate my commute sometimes,Wish I could make it too!!! I hate my commute sometimes,neutral,noon,60-70,Moldova,4033963,32850.0,123,marie wish could make hate commute sometimes,1,62,7
7311789bcc,workin a long day today... hopefully i can make some good tips,hopefully i can make some good tips,positive,night,70-100,Monaco,39242,1.0,8358,workin long day today hopefully make good tips,2,62,8
726e099885, but it all went too quick and there wasn`t a chance lol,d there wasn`t a chance,negative,morning,0-20,Mongolia,3278290,1553560.0,3,went quick wasn chance lol,0,56,5
56d742e6bc,Hates headaches! Maybe I`m not ready to rock,Hates,negative,noon,21-30,Montenegro,628066,13450.0,47,hates headaches maybe ready rock,0,44,5
65ffd159b2, Thanks for the support,Thanks for the support,positive,night,31-45,Morocco,36910560,446300.0,83,thanks support,2,23,2
0b64c5977e,there`s really no android twitter app of Tweetie`s calibre,there`s really no android twitter app of Tweetie`s calibre,neutral,morning,46-60,Mozambique,31255435,786380.0,40,really android twitter app tweetie calibre,1,58,6
151bba80ca,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",lovely,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83,good day driving mountains visiting katie eating chips fudge stocking lovely smelling soaps,2,114,13
0ec5989a18,Nyappy mother`s day to your mom`s.,Nyappy mother`s day to your mom`s.,positive,night,70-100,Namibia,2540905,823000.0,3,nyappy mother day mom,2,34,4
2f3ff51870,yeah.... and im gonna take ur picture off my ipod baby..,yeah.... and im gonna take ur picture off my ipod baby..,neutral,morning,0-20,Nauru,10824,20.0,541,yeah take picture off ipod baby,1,56,6
c2fc42a9ff, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,traumatizing,negative,noon,21-30,Nepal,29136808,143350.0,203,traumatizing moment childhood dogs massacred baby bunnies brother bb gun,0,111,10
09c0bef389, lol same here....wish there was a way to microsize everything...lol,lol same here....wish there was a way to microsize everything...lol,neutral,night,31-45,Netherlands,17134872,33720.0,508,lol wish way microsize everything lol,1,68,6
72cfb17265," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",fail),negative,morning,46-60,New Zealand,4822233,263310.0,18,'organization itil forget about people fail preaching converted people,0,126,9
cbbe4f2dd4,"_Libertine um, glad you enjoyed it...",glad,positive,noon,60-70,Nicaragua,6624554,120340.0,55,libertine um glad enjoyed,2,37,4
9856eea986,About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,neutral,night,70-100,Niger,24206644,1266700.0,19,about dinner evening playing cards already packed ready head home tomorrow go home,1,130,13
4f6c17bae7, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative,morning,0-20,Nigeria,206139589,910770.0,226,allergic cats tonsils swollen hurt dooo,0,76,6
fa1385e537, He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,. Tomorrow will be tough!,negative,noon,21-30,North Korea,25778816,120410.0,214,says feels mama tucking night lonely tomorrow tough,0,99,8
b41f647910,I miss her alot and its only been one day,miss,negative,night,31-45,North Macedonia,2083374,25220.0,83,miss alot one day,0,41,4
74e92f4188, sounds like you all had a great night . i`m glad it was successful,i`m glad,positive,morning,46-60,Norway,5421241,365000.0,15,sounds like great night glad successful,2,67,6
4e6eb888c1, Thanks for sharing that,Thanks,positive,noon,60-70,Oman,5106626,309500.0,16,thanks sharing,2,24,2
315d2392c9, you should say mlia instead of fml  i hope you find it soon,i hope,positive,night,70-100,Pakistan,220892340,770880.0,287,say mlia instead fml hope find soon,2,60,7
1baeebaf86,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.","well,",positive,morning,0-20,Palau,18094,460.0,39,garden well almost corn peas onions beets yet though,2,89,9
216e541532, nah jkin he`s hot! so... bored now,nah jkin he`s hot! so... bored now,neutral,noon,21-30,Palestine State,5101414,6020.0,847,nah jkin hot bored,1,35,4
f383ad9856,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive,night,31-45,Panama,4314767,74340.0,58,ahhh sqeaky clean fresh even though wearing dirty clothes love two half men amazing,2,113,14
2461db68e0, yes i have read them many times.,yes i have read them many times.,neutral,morning,46-60,Papua New Guinea,8947024,452860.0,20,yes read many times,1,33,4
9ec17fe80c, Cuz you play a grown up on Twitter?,Cuz you play a grown up on Twitter?,neutral,noon,60-70,Paraguay,7132538,397300.0,18,cuz play grown twitter,1,36,4
034f2e2104,i am living in ignorance  :@,i am living in ignorance,negative,night,70-100,Peru,32971854,1280000.0,26,living ignorance,0,28,2
f09816a243, nope... it is telling you that you want cameo creams,nope... it is telling you that you want cameo creams,neutral,morning,0-20,Philippines,109581078,298170.0,368,nope telling want cameo creams,1,53,5
6a9023f1af, AWWWW  we`re gonna miss you!,AWWWW  we`re gonna miss you!,negative,noon,21-30,Poland,37846611,306000.0,124,awwww re miss,0,29,3
afca91dc92, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,its a relaxing place,positive,night,31-45,Portugal,10196709,91590.0,111,quite like worthing relaxing place nice coffee shops fresh air many oiks,2,105,12
cdcaac066e,"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!",he couldn`t do it should have cost his part.,neutral,morning,46-60,Qatar,2881053,11610.0,248,terrible haha new fact couldn cost part kind spock,1,116,9
edde759bde,today was a lovely day! I had fun with  and  this evening!,lovely,positive,noon,60-70,Romania,19237691,230170.0,84,today lovely day fun evening,2,58,5
781d900e89, Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,. Sorry,negative,night,70-100,Russia,145934462,9169091.190000035,9,beto pizzeria banksville rd believe beachview area sorry answer like years later,0,108,12
8aacb54f42,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",dammit,negative,morning,0-20,Rwanda,12952218,24670.0,525,sigh sisters bein strange came way copenhagen london phones turned off see dammit,0,134,13
6172153918, it was amazing,it was amazing,positive,noon,21-30,Saint Kitts and Nevis,53199,260.0,205,amazing,2,15,1
486806238c,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,neutral,night,31-45,Saint Lucia,183627,610.0,301,barbs trying figure dsl aint connecting need google home computer start working soon smh,1,135,14
8e26c8c6e8,I`m sick and sad .... missing out on Martini Lounge tonight,sick and sad ..,negative,morning,46-60,Saint Vincent and the Grenadines,110940,390.0,284,sick sad missing martini lounge tonight,0,59,6
0be8e9f2fd,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,neutral,noon,60-70,Samoa,198414,2830.0,70,seems really quiet tonight jealous clearly exciting life off bed think,1,124,11
8df4e78879,Really wishes he had some spare cash to buy the new Punch Out for Wii,Really wishes he had some spare cash to buy the new Punch Out for Wii,negative,night,70-100,San Marino,33931,60.0,566,really wishes spare cash buy new punch wii,0,69,8
9843ecd416,"Aw, not going to Toronto anymore.",not going,negative,morning,0-20,Sao Tome and Principe,219159,960.0,228,aw toronto anymore,0,33,3
33596d8109, So sorry to hear about your mom! that really sucks,So sorry,negative,noon,21-30,Saudi Arabia,34813871,2149690.0,16,sorry hear about mom really sucks,0,51,6
cf0e868f70, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,I feel for you  I hope it`s a smooth flight. Be safe,positive,night,31-45,Senegal,16743927,192530.0,87,feel hope smooth flight safe mucho amor boston,2,78,8
82215b50d4,Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,Can`t sleep..,negative,morning,46-60,Serbia,8737371,87460.0,100,sleep watching hgtv afraid infomercials about take,0,82,7
150ebb41ba,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,sad.,negative,noon,60-70,Seychelles,98347,460.0,214,family ready kaylee graduation make sad,0,84,6
1689a46690, sweet dreams,sweet dreams,positive,night,70-100,Sierra Leone,7976983,72180.0,111,sweet dreams,2,13,2
0d709a4c51, hay wats ur AIM? we should chat,hay wats ur AIM? we should chat,neutral,morning,0-20,Singapore,5850342,700.0,8358,hay wats aim chat,1,32,4
17775140c5,. Okay kool... I might be touring all summer long but we can make it happen!,. Okay kool... I might be touring all summer long but we can make it happen!,neutral,noon,21-30,Slovakia,5459642,48088.0,114,okay kool might touring summer long make happen,1,76,8
3b0e6c2c55,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,PAIN.,negative,night,31-45,Slovenia,2078938,20140.0,103,pain big toe stomped during hokey cokeu throbbing anyone suggestions heal,0,114,11
9602407df9,"Time to watch OP, then some Dead Like Me, then sleep.","Time to watch OP, then some Dead Like Me, then sleep.",neutral,morning,46-60,Solomon Islands,686884,28000.0,25,time watch op dead like sleep,1,53,6
a53c829bee,Having dinner with my grandma since I couldn`t be with my mum.,Having dinner with my grandma since I couldn`t be with my mum.,neutral,noon,60-70,Somalia,15893222,627340.0,25,dinner grandma since couldn mum,1,62,5
d681f0dfbc, haha thanks  its for history and its on how the invention of television has influence america lol,haha thanks  its for history and its on how the invention of television has influence america lol,positive,night,70-100,South Africa,59308690,1213090.0,49,haha thanks history invention television influence america lol,2,98,8
c81e21ffd8, yea so wassup,yea so wassup,neutral,morning,0-20,South Korea,51269185,97230.0,527,yea wassup,1,14,2
2839a4d1d8,"Stupid jobs, idk what to do.",Stupid,negative,noon,21-30,South Sudan,11193725,610952.0,18,stupid jobs idk,0,28,3
5b747a13f6,Shopped til i dropped....come bac sunshine i miss u,Shopped til i dropped....come bac sunshine i miss u,negative,night,31-45,Spain,46754778,498800.0,94,shopped til dropped come bac sunshine miss,0,51,7
b1fd9116e3," Like your pics, Lucky Girl, again",Like,positive,morning,46-60,Sri Lanka,21413249,62710.0,341,like pics lucky girl,2,34,4
c628741a80, Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,Thank you   I`ve had anxiety issues,neutral,noon,60-70,Sudan,43849260,1765048.0,25,thank ve anxiety issues years think make through first couple days fine,1,128,12
d2c66b666d,Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,neutral,night,70-100,Suriname,586632,156000.0,4,around hours left until day weekend waaaay much work,1,80,9
954ab76021,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,loved!,positive,morning,0-20,Sweden,10099265,410340.0,25,feeling loved mom nikon cool pix birthday,2,66,7
996630f6a0," there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM","there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",neutral,noon,21-30,Switzerland,8654622,39500.0,219,attempts somehow extend inner classes would close closure find ref atm,1,110,11
0b2c0c6522, Yes! Join us! All we require is a cupcake donation...,Yes! Join us! All we require is a cupcake donation...,neutral,night,31-45,Syria,17500658,183630.0,95,yes join us require cupcake donation,1,54,6
5fbd854b80,i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,hard,negative,morning,46-60,Tajikistan,9537645,139960.0,68,hard time talking new people pretty sure didn make good impression,0,102,11
443d30a0ba,_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,negative,noon,60-70,Tanzania,59734218,885800.0,67,rc haha yup still terrible headache super swollen puffy eyes dont think today ugh,0,123,14
17f4db5ddf, Can`t access your site!,Can`t access your site!,neutral,night,70-100,Thailand,69799978,510890.0,137,access site,1,24,2
35e2ce08fc,And the Sun is shinning.........at last,Sun is shinning.........at last,positive,morning,0-20,Timor-Leste,1318445,14870.0,89,sun shinning last,2,39,3
2b6017f8f5,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes","slowest train ever,",negative,noon,21-30,Togo,8278724,54390.0,152,slowest train ever stops everywhere missed quick train minutes,0,92,9
fbba87adcf, nup no cd either.. just a whole bunch of zeros and ones you can have for free,nup no cd either.. just a whole bunch of zeros and ones you can have for free,neutral,night,31-45,Tonga,105695,720.0,147,nup cd either whole bunch zeros ones free,1,78,8
5cc8486398,My graduation day... And i feel like a failure...,My graduation day... And i feel like a failure...,neutral,morning,46-60,Trinidad and Tobago,1399488,5130.0,273,graduation day feel like failure,1,49,5
8f74422345,ops   that lol wasnt supposed to got to twitter,ops   that lol wasnt supposed to got to twitter,neutral,noon,60-70,Tunisia,11818619,155360.0,76,ops lol wasnt supposed twitter,1,47,5
03f9f6f798,"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",I don`t think I`ve ever been so tierd in my life.U,negative,night,70-100,Turkey,84339067,770000.0,110,think ve ever tierd life ugh goodnight sleeping tomorrow,0,86,9
df120c16ce, What are u going to do today my girl?,What are u going to do today my girl?,neutral,morning,0-20,Turkmenistan,6031200,469930.0,13,today girl,1,38,2
7f0cdc1ac1,why doesnt he want me anymore,why doesnt he want me anymore,negative,noon,21-30,Tuvalu,11792,30.0,393,doesnt want anymore,0,29,3
c8ac0b9545,bad hair day,bad hair day,negative,night,31-45,Uganda,45741007,199810.0,229,bad hair day,0,12,3
bc879a25b0,.....headache,headache,negative,morning,46-60,Ukraine,43733762,579320.0,75,headache,0,13,1
c3bdaf65c9,sorry guys i didn`t sign in for a while  sorry every1,sorry,negative,noon,60-70,United Arab Emirates,9890402,83600.0,118,sorry guys didn sign sorry every,0,53,6
fa82c3881c," I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays","I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",neutral,night,70-100,United Kingdom,67886011,241930.0,281,okay okay like rest sane population world hate mondays,1,91,9
6cb03d7c46,mozart`s requiem!,mozart`s requiem!,neutral,morning,0-20,United States of America,331002651,9147420.0,36,mozart requiem,1,17,2
4344cafbdc," i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style","i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style",neutral,noon,21-30,Uruguay,3473730,175020.0,20,think bit love creations wit physically attracted although great style,1,124,10
e573de5429,_a_michael Hey! thanks for another great day! I`m going to sleep now! I`ll chat with you tomorrow!  Sweet dreams!,thanks for another great day!,positive,night,31-45,Uzbekistan,33469203,425400.0,79,michael hey thanks another great day sleep ll chat tomorrow sweet dreams,2,113,12
4f9abe51eb," I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",huh?,negative,morning,46-60,Vanuatu,307145,12200.0,25,bet cool sr huh haven stopped sweating since noon dad packing,0,113,11
3ca79f00a1," OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies","OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",neutral,noon,60-70,Venezuela,28435940,882050.0,32,ohshnapsss pissed blair as usual hahah yeeeah bake cookies,1,78,9
1fce3e2d7b, no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYOU.,no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYO,neutral,night,70-100,Vietnam,97338579,310070.0,314,bueno hollykins needs feel better asap miss done uni soon aren soproudofyou,1,117,12
21c1915272," http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! Wish her a happy mother`s day!",awesome,positive,morning,0-20,Yemen,29825964,527970.0,56,cool mother awesome hair styles wish happy mother day,2,111,9
efa98d8489,happy mother`s day mothers.,happy,positive,noon,21-30,Zambia,18383955,743390.0,25,happy mother day mothers,2,27,4
7c59eb38ea,<---My expression watching this again: http://tinyurl.com/eqbwe,<---My expression watching this again: http://tinyurl.com/eqbwe,neutral,night,31-45,Zimbabwe,14862924,386850.0,38,expression watching,1,63,2
e69a965399,Stupid bipolar weather ruined my day off,Stupid,negative,morning,46-60,Afghanistan,38928346,652860.0,60,stupid bipolar weather ruined day off,0,40,6
2f1cd44ea2, I didn`t want to tell you but I think it`s your body odour,I didn`t want to tell you but I think it`s your body odour,negative,noon,60-70,Albania,2877797,27400.0,105,didn want tell think body odour,0,59,6
0a91a64e53, nice beta for easports still no news on the online for madden,nice beta for easports still no news on the online for madden,neutral,night,70-100,Algeria,43851044,2381740.0,18,nice beta easports still news online madden,1,62,7
a5fbb6fbe8, thats pretty bad quality and probably the worst pic u posted till date,bad,negative,morning,0-20,Andorra,77265,470.0,164,thats pretty bad quality probably worst pic posted till date,0,71,10
a63858d0d8,I missed your calls,missed,negative,noon,21-30,Angola,32866272,1246700.0,26,missed calls,0,19,2
3e4b3ec6a6, Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,Unfortunately,negative,night,31-45,Antigua and Barbuda,97929,440.0,223,unfortunately us looks like funny people twitter move fb start flitter,0,121,11
be6c6fa1b5,just came back from karaoke & eating dinner with emily. it was sooooo much fun,fun,positive,morning,46-60,Argentina,45195774,2736690.0,17,came back karaoke eating dinner emily sooooo much fun,2,78,9
271c145699, Discrimination is not a bad thing. I`ve learned to say no. My children would say I mastered that years ago,Discrimination is not a bad thing.,positive,noon,60-70,Armenia,2963243,28470.0,104,discrimination bad thing ve learned say children would say mastered years ago,2,107,12
4dd72d3713, sure i can talk....the fabulous **** part though is out  sorry dear,sure i can talk....the fabulous **** part though is out  sorry dear,neutral,night,70-100,Australia,25499884,7682300.0,3,sure talk fabulous part though sorry dear,1,68,7
63a116ae1b," did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though","tease,",negative,morning,0-20,Austria,9006398,82400.0,109,see sec clip new moon trailer etonline com check big tease though,0,118,12
167b97c32a,Just got back from working out. I`m feeling pretty good. work at 4:30,Just got back from working out. I`m feeling pretty good.,positive,noon,21-30,Azerbaijan,10139177,82658.0,123,back working feeling pretty good work,2,69,6
9fd51c9c2c,Ahhh My Satz blend didn`t save,Ahhh My Satz blend didn`t save,neutral,night,31-45,Bahamas,393244,10010.0,39,ahhh satz blend didn save,1,30,5
d7a7afa0a2," So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!","So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",positive,morning,46-60,Bahrain,1701575,760.0,2239,matter bet would great love right go,2,116,7
2331d16c42,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,Thank the heavens.,positive,noon,60-70,Bangladesh,164689383,130170.0,1265,dh about finished making giant trio candy bar thank heavens work mates treat tomorrow,2,121,14
f7aa8dcfb8,My ear are popping.,My ear are popping.,neutral,night,70-100,Barbados,287375,430.0,668,ear popping,1,19,2
4efc7222ad,working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,bad,negative,morning,0-20,Belarus,9449323,202910.0,47,working diffusing irritation traffic sure isn helping mother always real bad days th help plan stuff,0,135,16
925e61d3d8, I submitted my resume the same day and saw no answer back. Oh well...,no answer back.,negative,noon,21-30,Belgium,11589623,30280.0,383,submitted resume day saw answer back oh well,0,70,8
07e2021536,Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,neutral,night,31-45,Belize,397628,22810.0,17,catching weeks lost grey house quiet,1,68,6
ff0112e0e7,I love when ryans a housewife. Makes me smile.,me smile.,positive,morning,46-60,Benin,12123200,112760.0,108,love ryans housewife makes smile,2,46,5
15f47296e2,Sooo.....I`m kinda o sick n tired of the bs that guys dish out  !!!!!!!!,I`m kinda o sick n tired,negative,noon,60-70,Bhutan,771608,38100.0,20,sooo kinda sick tired bs guys dish,0,72,7
eba1f29fb0, boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,boo.,negative,night,70-100,Bolivia,11673021,1083300.0,11,boo hoping fake alien story tinfoil covered beachball photo,0,82,9
57dcad6611, hey Phillll! Wazzuppppp?!,hey Phillll! Wazzuppppp?!,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000.0,64,hey phillll wazzuppppp,1,26,3
4e85f6e9b0,missed out on westcott micro apollo too,missed out,negative,noon,21-30,Botswana,2351627,566730.0,4,missed westcott micro apollo,0,39,4
e5b5debcdc, .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,.great.,positive,night,31-45,Brazil,212559417,8358140.0,25,great buy lunch pay cut next month,2,75,7
2a2fd0848d,"finally gone to the beach, yeaaaah!","finally gone to the beach, yeaaaah!",positive,morning,46-60,Brunei,437479,5270.0,83,finally gone beach yeaaaah,2,35,4
98ef34a9f4,_ranjan Did I ever mention what a nice and awesome dude you are?,awesome,positive,noon,60-70,Bulgaria,6948445,108560.0,64,ranjan ever mention nice awesome dude,2,64,6
e68a0375b2,"last weekday of doing nothing, school starts next week!!!","last weekday of doing nothing, school starts next week!!!",neutral,night,70-100,Burkina Faso,20903273,273600.0,76,last weekday doing nothing school starts next week,1,57,8
be8ba96aca, Hello Gorgeous GIRL! Nice new pic!  HOw are you today,Gorgeous GIRL!,positive,morning,0-20,Burundi,11890784,25680.0,463,hello gorgeous girl nice new pic today,2,54,7
e6eb0f8e54,Ok that **** duet was hysterical LOL,hysterical,positive,noon,21-30,Côte d'Ivoire,26378274,318000.0,83,ok duet hysterical lol,2,36,4
e364d5cdd1,"ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours","ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours",neutral,night,31-45,Cabo Verde,555987,4030.0,138,ok turn off twitter device updates until new battery phone goes fully charged dead about hours,1,137,16
a5d4af0d80,michelle is a hot mama with chichis grande,michelle is a hot mama with chichis grande,neutral,morning,46-60,Cambodia,16718965,176520.0,95,michelle hot mama chichis grande,1,42,5
4ccb7ef67c," either way, you always tend to make my #followfriday list, sweetie - you do rock that much",you do rock that much,positive,noon,60-70,Cameroon,26545863,472710.0,56,either way always tend make followfriday list sweetie rock much,2,91,10
a82816a060, no one I know likes boiled peanuts t.,no one I know likes boiled peanuts t.,neutral,night,70-100,Canada,37742154,9093510.0,4,one know likes boiled peanuts,1,38,5
331663d438,"watched 100th episode of numb3rs. loved how they did a throwback to the first episode, using the sprinkler theory",loved,positive,morning,0-20,Central African Republic,4829767,622980.0,8,watched th episode numb rs loved throwback first episode using sprinkler theory,2,113,12
ae8fd767fc,I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,ugh! These **** tonsils.,negative,noon,21-30,Chad,16425864,1259200.0,13,sleepy feeling weather ugh tonsils need company somebody talk,0,114,9
61e04b8f6e, Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,neutral,night,31-45,Chile,19116201,743532.0,26,please cell phone better camera pictures real bad quality compared miley took,1,123,12
cc0bc2a05d,"_Ichigo She tried to carry on aswell, bless, I suppose maybe that`s why kids shouldn`t be in it?","bless,",positive,morning,46-60,China,1380004385,9169091.190000035,153,ichigo tried carry aswell bless suppose maybe kids shouldn,2,96,9
e553176c2a,"booziest weekend in a long time, good fun though!",good fun,positive,noon,60-70,Colombia,50882891,1109500.0,46,booziest weekend long time good fun though,2,49,7
762b9211cf,Counting the hours of lost sunshine until the Weekend,lost,negative,night,70-100,Comoros,869601,1861.0,467,counting hours lost sunshine until weekend,0,53,6
241ece149d,"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",though that isn`t going so well.,negative,morning,0-20,Congo (Congo-Brazzaville),5518087,342000.0,16,planning trying call doctor though isn well mostly planning,0,93,9
716301c33e, Hoooray!  I`m hooked already,Hoooray!  I`m hooked already,neutral,noon,21-30,Costa Rica,5094118,51060.0,100,hoooray hooked already,1,29,3
119bbd840c, Ok then have a good day,good,positive,night,31-45,Croatia,4105267,55960.0,73,ok good day,2,24,3
6beb4754f0, I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..,I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..,neutral,morning,46-60,Cuba,11326616,106440.0,106,agree everybody would ve excited goes ohhhh nooooo ms screws,1,100,10
b8fbbf1936,Edge left me off the contributors list in this month`s issue.  x FFS. <- Werd,Edge left me off the contributors list in this month`s issue.,neutral,noon,60-70,Cyprus,1207359,9240.0,131,edge left off contributors list month issue ffs werd,1,77,9
7314b068f7," ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO","ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO",neutral,night,70-100,Czechia (Czech Republic),10708981,77240.0,139,ooo growl yummy time coming soon huh oh yeah hunting combo tshirt think find one,1,128,15
80a24991b3,im back to this z-index problem...again,im back to this z-index problem...again,negative,morning,0-20,Democratic Republic of the Congo,89561403,2267050.0,40,back index problem,0,39,3
0549e452ec,is anyone out there??  so bored at work...,so bored at work...,negative,noon,21-30,Denmark,5792202,42430.0,137,anyone bored work,0,42,3
ebeea1f86c,Am hating my life at the moment. There`s only so many NOs my delicate little mind can take,hating,negative,night,31-45,Djibouti,988000,23180.0,43,hating life moment many nos delicate little mind take,0,90,9
